"(7, 31, 51)",972/1093
"(6, 31, 52)",8/9
"(7, 31, 52)",158189/177879
"(6, 31, 53)",1147142351935306646782576854872354266338159119914130401153340180251802773765861027/1290070078170102666248196035845070394933477659190540771869482249564677643783580893
"(7, 31, 53)",13570567103233/15251194969974
"(6, 31, 54)",1297/1458
"(7, 31, 54)",84869501110391921785655977229/95379926644739534944015282140
"(6, 32, 38)",8/9
"(7, 32, 38)",1801344058111266184/2026277576507096649
"(6, 32, 55)",0.8892294182041478106
"(7, 32, 55)",0.889307044431317705
"(6, 32, 56)",8/9
"(7, 32, 56)",157628/177147
"(6, 32, 57)",0.88923266010329825895
"(7, 32, 57)",0.8898386943213449447
"(6, 32, 58)",1202038190774496187/1350851718835253557
"(7, 32, 58)",101253224300048680330940045247526/113779795681510981877980544169861
"(6, 33, 35)",164136825152083711627/184644544159427106165
"(7, 33, 35)",48616725891692324368197321159784951674776623290948356110814082266785084806902565839920779149844590351500073187/54687564869829362182513248937549525219772952158835913486360921855690189670000566262224197087108380616140453557
"(6, 33, 40)",26236/29511
"(7, 33, 40)",945109/1062882
"(6, 33, 58)",1714608799921162077181535180/1926870830691645614286110589
"(7, 33, 58)",4477905719448217683295685/5032188766120277110966533
"(6, 33, 59)",0.88929548784284353537
"(7, 33, 59)",0.8916323732060037427
"(6, 33, 60)",8/9
"(7, 33, 60)",41970553257/47071589413
"(6, 33, 61)",3940901513113122527825/4431469059779178958551
"(7, 33, 61)",41331380288351342038755036430589/46354731573946892265304453217160
"(6, 33, 62)",30537263100887/34315188682440
"(7, 33, 62)",68972590606264264811246882100178937781189487972232452540467152289/77355401014542844188348446843727813093904189950433050802561392883
"(6, 33, 63)",2128682/2391483
"(7, 33, 63)",183579313915142/205891132094649
"(6, 33, 64)",167614403549/188286357654
"(7, 33, 64)",236924/265719
"(6, 34, 61)",18866601422872460864390805883/21195579137607175247052790680
"(7, 34, 61)",6386153/7174449
"(6, 34, 62)",247510983524632726223702528186947/278128389443693527934467475898331
"(7, 34, 62)",690873313/774840978
"(6, 34, 63)",76565417/86093442
"(7, 34, 63)",56696024482802165016597344333/63586737412824305271377079720
"(6, 34, 64)",8/9
"(7, 34, 64)",7196594/8071245
"(6, 34, 65)",1659607800251218877118026367236268796740723868837018164064/1866126080680370872352148284490743695105763151673922302801
"(7, 34, 65)",2921/3276
"(6, 34, 66)",8513105/9565938
"(7, 34, 66)",161527752769120455172393649/181158783422664516937866387
"(6, 34, 67)",491290/551881
"(7, 34, 67)",602240128411622615/675425858836496043
"(6, 35, 43)",0.88920542925897490906
"(7, 35, 43)",0.8898038019721459795
"(6, 35, 65)",78814/88533
"(7, 35, 65)",303941806137005505416/340882211614580954307
"(6, 35, 66)",1074334403/1206963747
"(7, 35, 66)",668459507176117362785185867118828638313526375885406079562538116657477317668159281887210100/749699370793394100207119855362438050966805683001672328559261409278995667161459643669903241
"(6, 35, 67)",667111373671412232552885843383656911161323794855269967521051178480837395351634411732353950/749699370793394100207119855362438050966805683001672328559261409278995667161459643669903241
"(7, 35, 67)",29740248837551417/33354363399333138
"(6, 35, 68)",8/9
"(7, 35, 68)",1421606/1594323
"(6, 35, 69)",1047162743/1176787521
"(7, 35, 69)",4797921/5380840
"(6, 35, 70)",811845226121387713782999146817141015841683062953034935607565825023306264631366788798690666648568241048531391680258379444494471/912034456046446591670769941126967809732389880154759674362919254040471623320722823102103309194527159992541476585884459033307123
"(7, 35, 70)",78977/88572
"(6, 36, 45)",8/9
"(7, 36, 45)",12170194416094062706/13677370781839988031
"(6, 36, 70)",433/486
"(7, 36, 70)",7210349369757258684340651048313898965022327181394728923271/8086546349614940446859309232793222678791640312481933751324
"(6, 36, 71)",2831206292959072910355598301816193759387893117/3181342720567971179237414381269267115445108156
"(7, 36, 71)",1082271133959664140849324041614815860135828089014175373904918519503136224499/1213747225157734034679480916832790841253725005828486215600712441592385130844
"(6, 36, 72)",8/9
"(7, 36, 72)",4663948816/5230176561
"(6, 36, 73)",801607370421913129/900567811781994726
"(7, 36, 73)",44840995239365399/50284461917055285
"(6, 37, 40)",8/9
"(7, 37, 40)",1275899/1434888
"(6, 37, 75)",1133377832687/1270932914160
"(7, 37, 75)",2133053/2391483
"(6, 37, 76)",8/9
"(7, 37, 76)",6301717415114842037002988971/7065193045869367252382405520
"(7, 9, 15)",2/3
"(8, 9, 15)",243/364
"(7, 10, 19)",2/3
"(8, 10, 19)",778162814/1162261467
"(7, 10, 20)",172974205/258280326
"(8, 10, 20)",109/162
"(7, 10, 21)",1523/2271
"(8, 10, 21)",654498855047171201749187169210592615330899/969773729787523602877806713066264426793043
"(7, 10, 46)",56/81
"(8, 10, 46)",755/1092
"(7, 11, 12)",20933951607/31381236757
"(8, 11, 12)",243/364
"(7, 11, 14)",2/3
"(8, 11, 14)",325/486
"(7, 11, 23)",2/3
"(8, 11, 23)",109/162
"(7, 11, 24)",100629713958402999/150094635684419611
"(8, 11, 24)",2421103/3587166
"(7, 12, 27)",2/3
"(8, 12, 27)",1478/2187
"(7, 16, 43)",20/27
"(8, 16, 43)",1181216/1594323
"(7, 17, 47)",20/27
"(8, 17, 47)",4122906587350979/5559060695695689
"(7, 17, 48)",147990759684995254568265298284341457837325312368242050059/199667811101603467823686647737419834950791582008970489557
"(8, 17, 48)",250466705223166863/337712929418248022
"(7, 18, 51)",20/27
"(8, 18, 51)",55661779460162512/75047317648410987
"(7, 22, 67)",62/81
"(8, 22, 67)",1314126021912000695971355580085/1716841910146256242328924534799
"(7, 23, 71)",62/81
"(8, 23, 71)",30133/39366
"(7, 24, 75)",62/81
"(8, 24, 75)",12010646212/15690529683
"(7, 33, 48)",8/9
"(8, 33, 48)",52490/59049
"(7, 34, 52)",8/9
"(8, 34, 52)",57393551/64560240
"(7, 35, 47)",8/9
"(8, 35, 47)",83692870013/94143710271
"(7, 35, 55)",18602564693/20920706406
"(8, 35, 55)",6379565/7174449
"(7, 35, 56)",8/9
"(8, 35, 56)",753433841063/847290203769
"(7, 35, 57)",0.88919433198483200336
"(8, 35, 57)",0.88922900540501988815
"(7, 36, 42)",8/9
"(8, 36, 42)",8748/9841
"(7, 36, 59)",0.889195409216445571
"(8, 36, 59)",0.889227695182636559
"(7, 36, 60)",8/9
"(8, 36, 60)",972/1093
"(7, 36, 61)",1988715493603488943389421/2236528346270771526553440
"(8, 36, 61)",239865324030310976537989646782478762804061572546709333399532041998862663375/269721605590607563262106870407286853628362093452368706057500899265683728811
"(7, 36, 62)",0.88929951823881098097
"(8, 36, 62)",0.8895747599451303155
"(7, 37, 44)",92720479290215103627203761468526/104298124235233690581459782190597
"(8, 37, 44)",3889/4374
"(7, 37, 64)",8/9
"(8, 37, 64)",4253168/4782969
"(7, 37, 65)",4433157701682522378319/4985402692304531866050
"(8, 37, 65)",1297/1458
"(7, 37, 66)",53171/59787
"(8, 37, 66)",811573676797849523115764070002019710109038900404023489601048907083105313667216270700762864480946475251087872027952038532937159/912034456046446591670769941126967809732389880154759674362919254040471623320722823102103309194527159992541476585884459033307123
"(7, 37, 67)",689534857/774840978
"(8, 37, 67)",824516422881949/926510094425799
"(7, 37, 68)",274210861848890718253739444095951462003599475092599291/308129338119758437999516426372848192232315374762895971
"(8, 37, 68)",35033/39366
"(7, 38, 66)",0.88980735080377687686
"(8, 38, 66)",0.8898795915256820606
"(7, 38, 67)",7512329271966130535435666451131971/8448149829352190404440055307757057
"(8, 38, 67)",167176028486698708599478006505239264576168931274605/187855106306818130162790081799568953899918191503644
"(7, 38, 68)",8/9
"(8, 38, 68)",433/486
"(7, 38, 69)",0.8892290334356963444
"(8, 38, 69)",0.8916323891819331866
"(7, 38, 70)",7212077009266894813/8105110306037952534
"(8, 38, 70)",19190914/21523347
"(7, 38, 71)",950647/1068255
"(8, 38, 71)",2594046314622218407504800595343121468916985/2909321189362570808633420139198793280379129
"(7, 38, 72)",114639979530158750635554844183806932657860745579208893645721929784680352611519645192060018924994200186554918900649523436753167644827027329/128792734337949439346348914914438588635863337252241957688134891811479540699248906834248962872349838823359963232605307120464466171000822080
"(8, 38, 72)",230291209/258280326
"(7, 38, 73)",31840622282493510612254552642/35767539794713671715185927945
"(8, 38, 73)",57572821/64570041
"(7, 39, 47)",587773423123921620947307667185488520210610337731162850910981663/661157273628571317849132024305370678210966472969705686958238089
"(8, 39, 47)",3889/4374
"(7, 39, 69)",17516/19683
"(8, 39, 69)",950683/1068255
"(7, 39, 70)",2957416617032301463337/3323545509381451536303
"(8, 39, 70)",8818570453590653156871642466049549706992340180828472999905439668146715018980148833652530079755113694065845425542967439243658015028216079/9907133410611495334334531916495276048912564404018612129856530139344580053788377448788381759411526063335381787123485163112651243923140160
"(7, 39, 71)",11821970479768622068536/13294407179478751643893
"(8, 39, 71)",433/486
"(7, 39, 72)",8/9
"(8, 39, 72)",62955842949/70607384120
"(7, 39, 73)",0.8892966372932101931
"(8, 39, 73)",0.891636275913973119
"(7, 39, 74)",10491485719989213922172944569320135072652193795571582304743649/11790184577738583171520872861415952349498504104760498958186243
"(8, 39, 74)",8529337/9565938
"(7, 39, 75)",472958/531441
"(8, 39, 75)",22304966935234882/25015772549499813
"(7, 39, 76)",3944703827765588531041/4431469059826243373511
"(8, 39, 76)",37221779944654059882737588885866726514063025315339/41745579179292917813953357972097212315544008214323
"(7, 40, 49)",8/9
"(8, 40, 49)",26267/29520
"(7, 40, 73)",509393941545914679206151651473/572280636715418747442974847120
"(8, 40, 73)",9311218676/10460353203
"(7, 40, 74)",5409606862684009306/6078832729528375827
"(8, 40, 74)",433/486
"(7, 40, 75)",16217869965023167711/18236498188585363677
"(8, 40, 75)",36655063275679692179095754107648591546848822203479992302807714115576399/41109831670569663658300086939077405112363718169977344574915153684259131
"(7, 40, 76)",8/9
"(8, 40, 76)",650/729
"(7, 40, 77)",1293672370051773157742921164867441632358628/1454660594681285404315232838198803574840681
"(8, 40, 77)",2072698681/2324522934
"(7, 40, 78)",40623780707978953867838038425835488369910774749514019/45648790832556805629557989877295255797680120599954480
"(8, 40, 78)",65649279564863008143644345815649730369523950423/73625360104573047290923121094801280650670898893
"(7, 40, 79)",400818985327242221/450283907053258833
"(8, 40, 79)",275379832417823/308836698112449
"(7, 40, 80)",947737/1062882
"(8, 40, 80)",78977/88572
"(7, 41, 42)",1146774331651418032122295633989259703595531670034090135620384149595404596424913731/1290070078170102666248196035845070394933477659190540771869482249564677643783580893
"(8, 41, 42)",11487681434656119949779437/12922163778453346597864482
"(7, 41, 44)",8/9
"(8, 41, 44)",971/1092
"(7, 41, 50)",6059/6813
"(8, 41, 50)",1297/1458
"(7, 41, 51)",0.88920543577652431873
"(8, 41, 51)",0.8898038241511596938
"(7, 41, 77)",1131397479937/1270932825591
"(8, 41, 77)",433/486
"(7, 41, 78)",0.889950639746859375
"(8, 41, 78)",0.89163745369685020386
"(7, 41, 79)",931366186286368953300299717/1046695266054721074427023042
"(8, 41, 79)",593082691567253481167077613523707360321/665139732364556654922374444657791925040
"(7, 41, 80)",8/9
"(8, 41, 80)",9595435/10761498
"(7, 41, 81)",0.8898385702132118649
"(8, 41, 81)",0.8916788396163647583
"(7, 41, 82)",573076167560047148488438454788/643815716304846090873346604595
"(8, 41, 82)",93006264492979354904015719785976/104298146041385066721482166086907
"(7, 41, 83)",9327185324/10460353203
"(8, 41, 83)",947813/1062882
"(7, 42, 43)",8105542847845608029/9118231936698355380
"(8, 42, 43)",4060696401706837551229480021896931111301335915123580478762422830873203/4567759074507740406477787437675267279763878886542498220893090603351853
"(7, 42, 52)",1717695590561621695712587886513/1931447148914453844387685550715
"(8, 42, 52)",2261771843661/2541867422653
"(7, 42, 82)",10316418089543605111830749613200/11588682893487229635720240676323
"(8, 42, 82)",2198016447102066242528343691594904674225046731412406969/2465034704958067503996131454943986712156808124038135533
"(7, 42, 83)",0.88991754408442873156
"(8, 42, 83)",0.89167810643265616176
"(7, 42, 84)",8/9
"(8, 42, 84)",1133180718091/1270739203920
"(7, 42, 85)",0.88994067810311857687
"(8, 42, 85)",0.8919372066984864572
"(7, 42, 86)",0.89168131410103735907
"(8, 42, 86)",0.89193776401541698123
"(7, 43, 54)",0.8895747599451303155
"(8, 43, 54)",0.8898410173714835061
"(7, 43, 87)",433/486
"(8, 43, 87)",7666241791991011711751617033149793408744130523067583292506881905/8595044557171427132038716315969818816742564148606173930457095157
"(7, 43, 88)",8/9
"(8, 43, 88)",125955241073/141214764960
"(7, 43, 89)",65050932465161433901/72945992754341572806
"(8, 43, 89)",7229371481508576113/8105110306037952534
"(7, 52, 70)",218/243
"(8, 52, 70)",158924/177147
"(8, 4, 10)",2/9
"(9, 4, 10)",39536/177147
"(8, 10, 16)",2/3
"(9, 10, 16)",10752563/16120377
"(8, 11, 20)",2/3
"(9, 11, 20)",7640711732749/11438396227480
"(8, 12, 13)",188382425997/282430067923
"(9, 12, 13)",973/1458
"(8, 12, 15)",2/3
"(9, 12, 15)",39589/59293
"(8, 12, 24)",2/3
"(9, 12, 24)",61/91
"(8, 12, 25)",1601643/2391484
"(9, 12, 25)",58104545/86093442
"(8, 12, 26)",109/162
"(9, 12, 26)",857878616521/1270932884640
"(8, 13, 17)",325/486
"(9, 13, 17)",59296/88573
"(8, 13, 28)",2/3
"(9, 13, 28)",5684933/8422137
"(8, 13, 29)",109/162
"(9, 13, 29)",1251358911668395/1853020231898563
"(8, 16, 46)",20/27
"(9, 16, 46)",4785998292192190481053544/6461081889226673298932241
"(8, 16, 64)",20/27
"(9, 16, 64)",14582/19683
"(8, 17, 44)",20/27
"(9, 17, 44)",774858091/1046035320
"(8, 18, 48)",20/27
"(9, 18, 48)",7288/9837
"(8, 19, 52)",20/27
"(9, 19, 52)",1622/2187
"(8, 19, 53)",15505331401/20920706406
"(9, 19, 53)",40559321439992056628756559036387721247911791095958193066141747895035826520589110364011256891211129003895659641/54687564869829362182513248937549525219772952158835913486360921855690189670000566262224197087108380616140453557
"(8, 20, 38)",20/27
"(9, 20, 38)",590491/797040
"(8, 20, 56)",20/27
"(9, 20, 56)",3192605/4304672
"(8, 21, 39)",20/27
"(9, 21, 39)",393830/531441
"(8, 21, 60)",20/27
"(9, 21, 60)",43981/59293
"(8, 26, 80)",62/81
"(9, 26, 80)",114889009048639712/150094635296999121
"(8, 27, 84)",62/81
"(9, 27, 84)",600916104123712572826597139/785021449541040805820267280
"(8, 37, 52)",8/9
"(9, 37, 52)",52490/59049
"(8, 37, 97)",8/9
"(9, 37, 97)",129184837/145282410
"(8, 38, 56)",8/9
"(9, 38, 56)",549105896240774/617673396283947
"(8, 39, 51)",8/9
"(9, 39, 51)",14825856215715559/16677181828806733
"(8, 39, 59)",34997/39366
"(9, 39, 59)",1247368167674802389/1402807455204036849
"(8, 39, 60)",8/9
"(9, 39, 60)",344509549/387440173
"(8, 39, 61)",666502264611983861469369598531591661132993052600511170122028789148208926551938375480972940/749699370793394100207119855362438050966805683001672328559261409278995667161459643669903241
"(9, 39, 61)",3889/4374
"(8, 40, 46)",8/9
"(9, 40, 46)",996262697/1120752126
"(8, 40, 63)",458189856137589955563998597011893538866526270959/515377520732011331036461847663608964554696292251
"(9, 40, 63)",30443008155298484906126141528060974856005131542203513/34236593124417604222168491819205354692479486084766219
"(8, 40, 64)",8/9
"(9, 40, 64)",472562/531441
"(8, 40, 65)",3889/4374
"(9, 40, 65)",539649532080731202598766363970195313003983868860885432515535156333388593095/606873612578867017339740458416395420626862502914243107800356220796192565422
"(8, 40, 66)",3053263859654837646007032965373/3433683820292514337678037941123
"(9, 40, 66)",2402613424435465981/2701703435345984178
"(8, 41, 68)",8/9
"(9, 41, 68)",22239725738744038/25015772547108369
"(8, 41, 69)",13561286637425/15251194969974
"(9, 41, 69)",17732705900225596694051/19941610769218127465840
"(8, 41, 70)",0.8892953378795405621
"(9, 41, 70)",0.88930663654223955004
"(8, 42, 50)",236231/265719
"(9, 42, 50)",1801435575356040509/2026277576509399560
"(8, 42, 70)",92927648175943622624726033762351889295137812782577506231694394839907474718157075757/104495676331778315966103878903450701989609104331154369125153724022893118264295225157
"(9, 42, 70)",4651348861/5230176601
"(8, 42, 71)",25518061/28697814
"(9, 42, 71)",67617247549545162893131399409753038/76033348464169713639960499077158373
"(8, 42, 72)",8/9
"(9, 42, 72)",4865319551282922593/5470949456575378812
"(8, 42, 73)",20032365911038831152620260571782071/22528399544939174561934783171771763
"(9, 42, 73)",11821775947256876813983/13294407145163562961452
"(8, 42, 74)",7245128335/8147005839
"(9, 42, 74)",2397124013092755636011146407164235840454310752178426348819/2695515449871646815619769744264407559597213441306712089520
"(8, 42, 75)",77614175621309199450856261/87224605504560089535585240
"(9, 42, 75)",27501027018282513291104782912141/30903154382632617920981208359053
"(8, 42, 76)",2874875890472623983541977/3230540944613336649466120
"(9, 42, 76)",2068695289/2324522934
"(8, 42, 77)",165012292649948455587881848484053/185418926295795674171523850821174
"(9, 42, 77)",123782957734083139100400714183683/139064194721846755628642887850160
"(8, 42, 78)",754182940556/847288609443
"(9, 42, 78)",28737701/32285034
"(8, 43, 51)",0.88899107495047482655
"(9, 43, 51)",0.888995935571278037
"(8, 43, 52)",5834/6561
"(9, 43, 52)",376704003175/423644304708
"(8, 43, 73)",1096740028316750539960981604318760462964133762480521783/1232517352479033751998065663100234493713057984757150683
"(9, 43, 73)",19152371/21523359
"(8, 43, 74)",29595069217255267416339012005859940129471116428082168499/33277968516933911303947774620548241476508807917366815920
"(9, 43, 74)",27082058436769915423555502440417423047607315509302941/30432527221704537086371993425979381540906926137807557
"(8, 43, 75)",0.88920896036282652346
"(9, 43, 75)",0.8899162842820399192
"(8, 43, 76)",8/9
"(9, 43, 76)",20358986024096/22876792454961
"(8, 43, 77)",0.88922760638730947736
"(9, 43, 77)",0.89015509508864039813
"(8, 43, 78)",0.889330881258488327
"(9, 43, 78)",0.8916324203495018939
"(8, 43, 79)",601027574739893279/675425858836494951
"(9, 43, 79)",1317080661251434581601/1477156353275416583601
"(8, 43, 80)",35959268792641715189900246269798944838667/40407238741146816786534247590170033782383
"(9, 43, 80)",16012625734743188117716171087800837517408/17958772773843029682904110040075570658521
"(8, 43, 81)",0.8901099362149615636
"(9, 43, 81)",0.89163281372188650563
"(8, 43, 82)",8876108976011661079366/9970805384609063135049
"(9, 43, 82)",66914747334669577/75047317648470036
"(8, 43, 83)",433/486
"(9, 43, 83)",37797512465619314054277162913/42391158275216409405426527851
"(8, 44, 53)",8/9
"(9, 44, 53)",66719222537927284/75047317648499439
"(8, 44, 77)",118231/132858
"(9, 44, 77)",8624737033517371297540499/9691622833839994257868557
"(8, 44, 78)",1297/1458
"(9, 44, 78)",229856617/258280326
"(8, 44, 79)",0.88922889347254453985
"(9, 44, 79)",0.8901211939315466053
"(8, 44, 80)",8/9
"(9, 44, 80)",1419302/1594323
"(8, 44, 81)",315049/354294
"(9, 44, 81)",602231979853745243/675425858836495680
"(8, 44, 82)",31408960747/35298311220
"(9, 44, 82)",57572860/64570081
"(8, 44, 83)",6384611/7174452
"(9, 44, 83)",438831620912245223314/492160309138860117759
"(8, 44, 84)",2128682/2391483
"(9, 44, 84)",105301/118098
"(8, 44, 85)",8515153/9565938
"(9, 44, 85)",7663634771222957776832883814551732105806057640482288909487319261/8595044557171427132038716315969818816742564148606173930457095157
"(8, 44, 86)",433/486
"(9, 44, 86)",650/729
"(8, 45, 46)",0.88890201236783025394
"(9, 45, 46)",0.88892796500730269707
"(8, 45, 48)",8/9
"(9, 45, 48)",3889/4374
"(8, 45, 55)",666488157746805372354753823719434766610794324391959812969049544882940479878911702343008385/749699370793394100207119855362438050966805683001672328559261409278995667161459643669903241
"(9, 45, 55)",1478676090419223976711/1661800897434843955350
"(8, 45, 56)",1297/1458
"(9, 45, 56)",2915/3276
"(8, 45, 81)",517157719/581130720
"(9, 45, 81)",81/91
"(8, 45, 82)",0.88983743968155876327
"(9, 45, 82)",0.8901433417782311594
"(8, 45, 83)",55810605097/62762119218
"(9, 45, 83)",308568467662/346618067499
"(8, 45, 84)",8/9
"(9, 45, 84)",230291429/258280326
"(8, 45, 85)",0.8892439198022799114
"(9, 45, 85)",0.89163753417285062584
"(8, 45, 86)",18332751321095492765820473582953/20602102921755074907947094535686
"(9, 45, 86)",25198544129755091909390743877/28260772183477469009529622134
"(8, 45, 87)",106481394602157393847793/119649664615308764529321
"(9, 45, 87)",3399744385801/3812798653920
"(8, 45, 88)",262540170776327431501123668581081205174366151410078077312662259467035114247758/294940575713329370427113862790368174424655176416322150390973123306949586795213
"(9, 45, 88)",35101/39366
"(8, 45, 89)",433/486
"(9, 45, 89)",206535347841337/231627523605660
"(8, 46, 47)",2470798204618501/2779530283277640
"(9, 46, 47)",131392557722551064102366643330903865441/147808829414345923328240875665440226403
"(8, 46, 56)",2126573/2391483
"(9, 46, 56)",20345090042035/22876797237931
"(8, 46, 57)",811009648447300594315870174525947053250307837728604222638128617009441224459078498605871213543797529890404791236361463507896603/912034456046446591670769941126967809732389880154759674362919254040471623320722823102103309194527159992541476585884459033307123
"(9, 46, 57)",147960927301922766562322616037933610299/166284933091139163730593608622582152931
"(8, 46, 85)",292133595318248904698/328256967394537077627
"(9, 46, 85)",754210805858/847288609443
"(8, 46, 86)",30537300828809/34315188672600
"(9, 46, 86)",73/82
"(8, 46, 87)",16217841413426150610/18236498188585393201
"(9, 46, 87)",2132335/2391484
"(8, 46, 88)",8/9
"(9, 46, 88)",52652/59049
"(8, 46, 89)",0.88930843332291797774
"(9, 46, 89)",0.89164428267646673787
"(8, 46, 90)",177687720182586461872619473857536071536097604889063282693/199667811101603467823686647737419834950791582008970489557
"(9, 46, 90)",26671930710493751769457/29912416153827191198730
"(8, 46, 91)",382058515677425288886545512724/429210477522886686940792091259
"(9, 46, 91)",18899710401334126752934787975/21195579137608101757147128027
"(8, 46, 92)",0.8909465020576131687
