"(10, 19, 48)",0.5333426632228018
"(11, 19, 48)",0.5334260883826906
"(11, 21, 53)",0.5334548685835285
"(12, 21, 53)",0.5340626283748265
"(11, 32, 42)",0.5299467192997049
"(12, 32, 42)",0.5301153617677242
"(12, 22, 56)",0.532734806781722
"(13, 22, 56)",0.5328628830327213
"(12, 23, 58)",0.5335330764863161
"(13, 23, 58)",0.5343093271797525
"(12, 35, 46)",0.5299937351500015
"(13, 35, 46)",0.5303291922468697
"(13, 24, 61)",0.532844623278078
"(14, 24, 61)",0.5334281050874531
"(13, 25, 63)",0.5335740856592848
"(14, 25, 63)",0.534598505539718
"(13, 38, 50)",0.5300535494230575
"(14, 38, 50)",0.5306453312687435
"(14, 26, 66)",0.532976559038264
"(15, 26, 66)",0.5335384252806683
"(14, 27, 68)",0.5336038259570041
"(15, 27, 68)",0.5347937376379311
"(14, 40, 52)",0.5294060634902246
"(15, 40, 52)",0.5298390830172897
"(14, 41, 54)",0.5300859465232839
"(15, 41, 54)",0.530814252978444
"(15, 27, 69)",0.5323471322790065
"(16, 27, 69)",0.5327214805171471
"(15, 28, 71)",0.5330636314503749
"(16, 28, 71)",0.533984832978568
"(15, 29, 73)",0.5336260136575318
"(16, 29, 73)",0.5349109988994238
"(15, 43, 56)",0.5295344851774494
"(16, 43, 56)",0.5300165256608894
"(15, 44, 58)",0.5301059314171186
"(16, 44, 58)",0.5309755142180325
"(16, 29, 74)",0.5324865172144486
"(17, 29, 74)",0.5332717628242919
"(16, 30, 76)",0.5331293350131605
"(17, 30, 76)",0.5341834675713876
"(16, 31, 78)",0.5336384909534596
"(17, 31, 78)",0.535032026741298
"(16, 44, 56)",0.5279422800090446
"(17, 44, 56)",0.5279972266134371
"(16, 45, 58)",0.528895160602941
"(17, 45, 58)",0.529004914693246
"(16, 46, 60)",0.5296194711867167
"(17, 46, 60)",0.5301804342251579
"(16, 47, 62)",0.5301263625686753
"(17, 47, 62)",0.5311378673662993
"(17, 27, 71)",0.5254981980685945
"(18, 27, 71)",0.525620501017532
"(17, 28, 73)",0.5270411065910542
"(18, 28, 73)",0.5271004988262395
"(17, 31, 79)",0.5326072076759126
"(18, 31, 79)",0.5335270635741508
"(17, 32, 81)",0.5332080138741222
"(18, 32, 81)",0.5344121912790228
"(17, 33, 83)",0.5336649245359243
"(18, 33, 83)",0.5351589143653502
"(17, 45, 56)",0.5254786841463105
"(18, 45, 56)",0.5255722330999105
"(17, 47, 60)",0.5281888889502253
"(18, 47, 60)",0.5284828625145415
"(17, 48, 62)",0.5290045013080626
"(18, 48, 62)",0.5294526933438758
"(17, 49, 64)",0.5297020995866109
"(18, 49, 64)",0.5304295920255223
"(17, 50, 66)",0.5301457096165415
"(18, 50, 66)",0.5312826982045813
"(18, 20, 58)",0.507459734940809
"(19, 20, 58)",0.5076781471384154
"(18, 32, 82)",0.5320769507714677
"(19, 32, 82)",0.5327246501234508
"(18, 33, 84)",0.532734806781722
"(19, 33, 84)",0.5335489429772609
"(18, 34, 86)",0.5332648124986303
"(19, 34, 86)",0.5345634156030413
"(18, 35, 88)",0.5332648124986303
"(19, 35, 88)",0.5345634156030413
"(18, 35, 88)",0.5336774231025768
"(19, 35, 88)",0.5352474487551285
"(18, 49, 62)",0.5275611133318746
"(19, 49, 62)",0.5276180045711384
"(18, 50, 64)",0.5283310671431137
"(19, 50, 64)",0.5286847294258857
"(18, 51, 66)",0.5291914126048504
"(19, 51, 66)",0.5297825286100862
"(18, 52, 68)",0.5297452627295723
"(19, 52, 68)",0.5306652213518778
"(18, 53, 70)",0.5301644175851234
"(19, 53, 70)",0.5313713045275716
"(19, 21, 61)",0.5071897385638733
"(20, 21, 61)",0.5076286148715269
"(19, 25, 69)",0.5152868965181209
"(20, 25, 69)",0.5153174925739468
"(19, 27, 73)",0.5190545163734798
"(20, 27, 73)",0.5192819478895984
"(19, 30, 79)",0.5253563906797422
"(20, 30, 79)",0.5256413150728311
"(19, 31, 81)",0.5267662546256053
"(20, 31, 81)",0.5269785425096903
"(19, 34, 87)",0.5322151380452488
"(20, 34, 87)",0.533202662182768
"(19, 35, 89)",0.5327986973298464
"(20, 35, 89)",0.5339236251928817
"(19, 36, 91)",0.5332998649346946
"(20, 36, 91)",0.5347192819404414
"(19, 37, 93)",0.5336896760052149
"(20, 37, 93)",0.5353090677612845
"(19, 44, 50)",0.49931250707412783
"(20, 44, 50)",0.4993183991423276
"(19, 46, 54)",0.5053303098716629
"(20, 46, 54)",0.5053564301412153
"(19, 50, 62)",0.5251064344270316
"(20, 50, 62)",0.5252853893515583
"(19, 52, 66)",0.5276933304157866
"(20, 52, 66)",0.5279788491375595
"(19, 53, 68)",0.5285526982177632
"(20, 53, 68)",0.5290038919861028
"(19, 54, 70)",0.5292876024899726
"(20, 54, 70)",0.5299332159624546
"(19, 55, 72)",0.529779642522146
"(20, 55, 72)",0.5307576881075005
"(19, 56, 74)",0.5301743168170856
"(20, 56, 74)",0.5314349143810723
"(20, 22, 64)",0.5070926246400564
"(21, 22, 64)",0.5075917033987692
"(20, 28, 76)",0.5186548851807313
"(21, 28, 76)",0.5187178135129936
"(20, 32, 84)",0.5260248251417973
"(21, 32, 84)",0.5265408286805865
"(20, 33, 86)",0.5270679577637793
"(21, 33, 86)",0.5273896818030793
"(20, 36, 92)",0.5323471322790065
"(21, 36, 92)",0.5333530006715553
"(20, 37, 94)",0.5328707001572122
"(21, 37, 94)",0.5340913279904187
"(20, 38, 96)",0.5333426632228018
"(21, 38, 96)",0.5348254124027382
