Initial state,P(Loser = Player 1)
"(2, 3, 6)",27871023223/50096609721
"(2, 3, 7)",5969790471043/10497455309475
"(2, 3, 8)",308576866842675/534383321403017
"(2, 3, 9)",41905083932295907/71787873227467572
"(2, 4, 4)",23/41
"(2, 4, 5)",3300813289/5566289969
"(2, 4, 6)",121/197
"(2, 4, 7)",336073941693299/534383321403017
"(2, 4, 8)",71/111
"(2, 5, 5)",6595156526753/10497455309475
"(2, 5, 6)",1045201026090011/1603149964209051
"(2, 5, 7)",1333345808667623/1994107589651877
"(2, 6, 6)",677/999
"(3, 1, 1)",3/41
"(3, 1, 2)",25/197
"(3, 1, 3)",161/999
"(3, 1, 4)",1903/10423
"(3, 1, 5)",101899/518729
"(3, 1, 6)",18368025/89325757
"(3, 1, 7)",3539323927/16698869907
"(3, 1, 8)",757325661083/3499151769825
"(3, 1, 9)",352159809999865/1603149964209051
"(3, 1, 10)",15942690629577035/71787873227467572
"(3, 2, 2)",71/333
"(3, 2, 3)",397/1489
"(3, 2, 4)",782681/2593645
"(3, 2, 5)",87030545/267977271
"(3, 2, 6)",17061524383/50096609721
"(3, 2, 7)",738941952101/2099491061895
"(3, 2, 8)",577449845740921/1603149964209051
"(3, 2, 9)",8764279830407519/23929291075822524
"(3, 3, 3)",1/3
"(3, 3, 4)",33653789/89325757
"(3, 3, 5)",61209402970/150289829163
"(3, 3, 7)",237071166370327/534383321403017
"(3, 4, 4)",7129263913/16698869907
"(3, 4, 5)",4855397305079/10497455309475
"(3, 4, 6)",781803472828865/1603149964209051
"(3, 4, 7)",6055672257350321/11964645537911262
"(3, 5, 5)",268255198212419/534383321403017
"(4, 1, 1)",25/591
"(4, 1, 2)",187/2331
"(4, 1, 3)",30287/281421
"(4, 1, 4)",197417/1556187
"(4, 1, 5)",263190061/1875840897
"(4, 1, 6)",2503009205/16698869907
"(4, 1, 7)",1646091407993/10497455309475
"(4, 1, 8)",605575246642683/3740683249821119
"(4, 1, 9)",2974473583432319/17946968306866893
"(4, 2, 2)",1/7
"(4, 2, 3)",97263/518729
"(4, 2, 4)",9/41
"(4, 2, 5)",4050050317/16698869907
"(4, 2, 6)",51/197
"(4, 2, 7)",144749942619665/534383321403017
"(4, 2, 8)",653/2331
"(4, 3, 3)",22018179/89325757
"(4, 3, 4)",4784802997/16698869907
"(4, 3, 5)",3318223799741/10497455309475
"(4, 3, 6)",180722965987089/534383321403017
"(4, 3, 7)",25425099635471429/71787873227467572
"(4, 4, 4)",1/3
"(4, 4, 5)",196261634850925/534383321403017
"(4, 4, 6)",131/333
"(4, 5, 5)",269410329050645/664702529883959
"(5, 1, 1)",187/6993
"(5, 1, 2)",5035/93807
"(5, 1, 3)",195679/2593645
"(5, 1, 4)",172428073/1875840897
"(5, 1, 5)",5224518575/50096609721
"(5, 1, 6)",1192246370279/10497455309475
"(5, 1, 7)",1353338054369827/11222049749463357
"(5, 1, 8)",2260344082198357/17946968306866893
"(5, 2, 2)",782681/7780935
"(5, 2, 3)",36663047/267977271
"(5, 2, 4)",2746379723/16698869907
"(5, 2, 5)",1951149391361/10497455309475
"(5, 2, 6)",324251964157241/1603149964209051
"(5, 2, 7)",1710477396758041/7976430358607508
"(5, 3, 3)",27871023223/150289829163
"(5, 3, 4)",464766840931/2099491061895
"(5, 3, 5)",133064061595299/534383321403017
"(5, 4, 4)",141860051701167/534383321403017
"(5, 4, 5)",197646100416657/664702529883959
"(5, 5, 5)",1/3
"(6, 1, 1)",5035/281421
"(6, 1, 2)",97837/2593645
"(6, 1, 3)",4903195/89325757
"(6, 1, 4)",1149597905/16698869907
"(6, 1, 5)",167724417679/2099491061895
"(6, 1, 6)",141970006025323/1603149964209051
"(6, 1, 7)",6845607515426287/71787873227467572
"(6, 2, 2)",3/41
"(6, 2, 3)",5164062115/50096609721
"(6, 2, 4)",25/197
"(6, 2, 5)",233696973961799/1603149964209051
"(6, 2, 6)",161/999
"(6, 3, 4)",279177593418919/1603149964209051
"(6, 4, 4)",71/333
"(7, 1, 1)",97837/7780935
"(7, 1, 2)",17158839/625280299
"(7, 1, 3)",229449159/5566289969
"(7, 1, 4)",111234477871/2099491061895
"(7, 1, 5)",703759631860459/11222049749463357
"(7, 1, 6)",724079312330431/10255410461066796
"(7, 2, 2)",2746379723/50096609721
"(7, 2, 3)",832955077927/10497455309475
"(7, 2, 4)",53559437090053/534383321403017
"(7, 2, 5)",310856575726325/2658810119535836
"(7, 3, 3)",60240988662363/534383321403017
"(7, 3, 4)",10028740047894217/71787873227467572
"(8, 1, 1)",5719613/625280299
"(8, 1, 2)",343673011/16698869907
"(8, 1, 3)",111097596811/3499151769825
"(8, 1, 4)",156046917453929/3740683249821119
"(8, 1, 5)",128684966114719/2563852615266699
"(8, 2, 2)",25/591
"(8, 2, 3)",99969517940105/1603149964209051
"(8, 2, 4)",187/2331
"(9, 1, 1)",343673011/50096609721
"(9, 1, 2)",18508275799/1166383923275
"(9, 1, 3)",13359527516115/534383321403017
"(9, 1, 4)",599586815844389/17946968306866893
"(9, 2, 2)",53559437090053/1603149964209051
"(9, 2, 3)",897487450987277/17946968306866893
"(10, 1, 1)",18508275799/3499151769825
"(10, 1, 2)",46819009819199/3740683249821119
"(10, 1, 3)",119825867677721/5982322768955631
"(10, 2, 2)",187/6993
"(11, 1, 1)",46819009819199/11222049749463357
"(11, 1, 2)",59956997317675/5982322768955631
"(12, 1, 1)",59956997317675/17946968306866893
